진단명,ICD코드,ADRG,ADRG명,MDC,계열,DRG코드
심장중격의 선천기형,Q21,P671,"Neonate, Admission Weight>2499g without P67100 중증도 구분 없음",06,,P67100
심장중격의 선천기형,Q21,P672,"Neonate, Admission Weight>2499g without P67200 중증도 구분 없음",15,,P67200
"견갑대의 관절 및 인대의 탈구, 염좌 및 긴장",S43,E682,Other Chest Trauma E68202 W Catastrophic CC,04,,"E68200, E68201, E68202"
"견갑대의 관절 및 인대의 탈구, 염좌 및 긴장",S43,I187,Other Shoulder Procedures,08,S,"I18700, I18701"
"견갑대의 관절 및 인대의 탈구, 염좌 및 긴장",S43,I750,"Injuries to Shoulder, Arm, Elbow, Knee, I75010 중증도 구분 없음",08,,"I75010, I75020, I75021, I75022, I75023"
"견갑대의 관절 및 인대의 탈구, 염좌 및 긴장",S43,P651,"Neonate, Admission Weight 1500-1999g P65100 중증도 구분 없음",15,,P65100
"견갑대의 관절 및 인대의 탈구, 염좌 및 긴장",S43,P652,"Neonate, Admission Weight 1500-1999g P65200 중증도 구분 없음",18-2,,P65200
"견갑대의 관절 및 인대의 탈구, 염좌 및 긴장",S43,P661,"Neonate, Admission Weight 2000-2499g P66100 중증도 구분 없음",15,,P66100
"견갑대의 관절 및 인대의 탈구, 염좌 및 긴장",S43,P662,"Neonate, Admission Weight 2000-2499g P66200 중증도 구분 없음",18-2,,P66200
"견갑대의 관절 및 인대의 탈구, 염좌 및 긴장",S43,P671,"Neonate, Admission Weight>2499g without P67100 중증도 구분 없음",06,,P67100
"견갑대의 관절 및 인대의 탈구, 염좌 및 긴장",S43,P672,"Neonate, Admission Weight>2499g without P67200 중증도 구분 없음",15,,P67200
"견갑대의 관절 및 인대의 탈구, 염좌 및 긴장",S43,W600,"Multiple Trauma, Transferred to Another W60000 중증도 구분 없음",21-1,,W60000
"견갑대의 관절 및 인대의 탈구, 염좌 및 긴장",S43,W610,Multiple Trauma without Procedures W61002 W Catastrophic CC,21-1,,"W61000, W61001, W61002"
"견갑대의 관절 및 인대의 탈구, 염좌 및 긴장",S43,X600,"Injuries, Age ≤18 X60011 W Catastrophic or Severe or Moderate",21-2,,"X60010, X60011, X60020, X60021, X60030, X60031, X60032"
췌장의 기타 질환,K86,G523,Colonoscopy for Major Digestive Diseases,06,S,"G52300, G52301, G52302, G52303"
췌장의 기타 질환,K86,G613,Other Gastrointestinal Hemorrhage without G61313 W Catastrophic CC,00,,"G61310, G61311, G61312, G61313, G61320, G61321, G61322, G61323"
췌장의 기타 질환,K86,H641,Diseases of Pancreas except Malignancy H64100 중증도 구분 없음,07,,H64100
췌장의 기타 질환,K86,P672,"Neonate, Admission Weight>2499g without P67200 중증도 구분 없음",15,,P67200
비화농성 중이염,H65,D621,Inner and Middle Ear Infections and D62100 중증도 구분 없음,03,,D62100
비화농성 중이염,H65,D622,Inner and Middle Ear Infections and D62201 W Catastrophic CC,08,,"D62200, D62201"
비화농성 중이염,H65,H671,Other Hepatitis with Complications H67101 W Catastrophic CC,07,,"H67100, H67101"
비화농성 중이염,H65,H701,Diseases of Biliary Tract with H70113 W Catastrophic CC,03,,"H70110, H70111, H70112, H70113, H70120, H70121, H70122, H70123"
비화농성 중이염,H65,P641,"Neonate, Admission Weight 1250-1499g P64100 중증도 구분 없음",15,,P64100
비화농성 중이염,H65,P651,"Neonate, Admission Weight 1500-1999g P65100 중증도 구분 없음",15,,P65100
비화농성 중이염,H65,P652,"Neonate, Admission Weight 1500-1999g P65200 중증도 구분 없음",18-2,,P65200
비화농성 중이염,H65,P661,"Neonate, Admission Weight 2000-2499g P66100 중증도 구분 없음",15,,P66100
비화농성 중이염,H65,P662,"Neonate, Admission Weight 2000-2499g P66200 중증도 구분 없음",18-2,,P66200
비화농성 중이염,H65,P671,"Neonate, Admission Weight>2499g without P67100 중증도 구분 없음",06,,P67100
비화농성 중이염,H65,P672,"Neonate, Admission Weight>2499g without P67200 중증도 구분 없음",15,,P67200
자반 및 기타 출혈성 병태,D69,D800,Pharynx Diseases D80000 중증도 구분 없음,03,,D80000
자반 및 기타 출혈성 병태,D69,P641,"Neonate, Admission Weight 1250-1499g P64100 중증도 구분 없음",15,,P64100
자반 및 기타 출혈성 병태,D69,P651,"Neonate, Admission Weight 1500-1999g P65100 중증도 구분 없음",15,,P65100
자반 및 기타 출혈성 병태,D69,P652,"Neonate, Admission Weight 1500-1999g P65200 중증도 구분 없음",18-2,,P65200
자반 및 기타 출혈성 병태,D69,P661,"Neonate, Admission Weight 2000-2499g P66100 중증도 구분 없음",15,,P66100
자반 및 기타 출혈성 병태,D69,P672,"Neonate, Admission Weight>2499g without P67200 중증도 구분 없음",15,,P67200
자반 및 기타 출혈성 병태,D69,Q600,"Leukocytes and Blood-Forming Organs, Q60013 W Catastrophic CC",16,,"Q60010, Q60011, Q60012, Q60013, Q60020, Q60021, Q60022, Q60023"
자반 및 기타 출혈성 병태,D69,Q620,"Coagulation Disorders, Age ≤18 Q62011 W Catastrophic CC",16,,"Q62010, Q62011, Q62020, Q62021, Q62022"
자반 및 기타 출혈성 병태,D69,S640,Other HIV S64001 W Catastrophic CC,18-1,,"S64000, S64001"
난소의 악성 신생물,C56,N041,Laparoscopic Ovarian and Adnexa Procedures for Malignancy,13,S,"N04100, N04101, N04102"
난소의 악성 신생물,C56,N601,Malignant Neoplasms of Female N60102 W Catastrophic or Severe CC,15,,"N60100, N60101, N60102"
난소의 악성 신생물,C56,N603,Malignant Neoplasms of Female N60303 W Catastrophic CC,09,,"N60300, N60301, N60302, N60303"
난소의 악성 신생물,C56,P641,"Neonate, Admission Weight 1250-1499g P64100 중증도 구분 없음",15,,P64100
난소의 악성 신생물,C56,P651,"Neonate, Admission Weight 1500-1999g P65100 중증도 구분 없음",15,,P65100
난소의 악성 신생물,C56,P661,"Neonate, Admission Weight 2000-2499g P66100 중증도 구분 없음",15,,P66100
난소의 악성 신생물,C56,P671,"Neonate, Admission Weight>2499g without P67100 중증도 구분 없음",06,,P67100
난소의 악성 신생물,C56,P672,"Neonate, Admission Weight>2499g without P67200 중증도 구분 없음",15,,P67200
달리 분류되지 않은 생체역학적 병변,M99,I681,Non-Surgical Neck and Back Conditions I68113 W Catastrophic CC 중증도,08,,"I68110, I68111, I68112, I68113, I68120, I68121, I68122, I68123"
달리 분류되지 않은 생체역학적 병변,M99,I682,Non-Surgical Neck and Back Conditions I68213 W Catastrophic CC,08,,"I68210, I68211, I68212, I68213, I68220, I68221, I68222, I68223"
달리 분류되지 않은 생체역학적 병변,M99,I710,Musculotendinous Disorders I71003 W Catastrophic CC,08,,"I71000, I71001, I71002, I71003"
달리 분류되지 않은 생체역학적 병변,M99,L622,Non-Infectious Kidney Diseases without L62213 W Catastrophic CC,00,,"L62210, L62211, L62212, L62213, L62220, L62221, L62222, L62223"
달리 분류되지 않은 생체역학적 병변,M99,S640,Other HIV S64001 W Catastrophic CC,18-1,,"S64000, S64001"
하지의 정맥류,I83,F691,Varicose Vein F69100 중증도 구분 없음,05,,F69100
하지의 정맥류,I83,P651,"Neonate, Admission Weight 1500-1999g P65100 중증도 구분 없음",15,,P65100
하지의 정맥류,I83,P652,"Neonate, Admission Weight 1500-1999g P65200 중증도 구분 없음",18-2,,P65200
하지의 정맥류,I83,P661,"Neonate, Admission Weight 2000-2499g P66100 중증도 구분 없음",15,,P66100
하지의 정맥류,I83,P662,"Neonate, Admission Weight 2000-2499g P66200 중증도 구분 없음",18-2,,P66200
기타 만성 폐쇄성 폐질환,J44,E720,Chronic Obstructive Pulmonary Disease E72003 W Catastrophic CC,18-1,,"E72000, E72001, E72002, E72003"
기타 만성 폐쇄성 폐질환,J44,E754,Lung Disease due to Dust E75401 W Catastrophic or Severe CC,04,,"E75400, E75401"
기타 만성 폐쇄성 폐질환,J44,E773,Other Respiratory System Diseases E77303 W Catastrophic CC,04,,"E77300, E77301, E77302, E77303"
기타 만성 폐쇄성 폐질환,J44,J660,"Trauma to Skin, Subcutaneous Tissue and J66011 W Catastrophic or Severe or Moderate",04,,"J66010, J66011, J66020, J66021, J66022, J66023"
기타 만성 폐쇄성 폐질환,J44,J670,Herpes Zoster without Complication J67002 W Catastrophic CC,09,,"J67000, J67001, J67002"
기타 만성 폐쇄성 폐질환,J44,J680,Urticaria J68001 W Catastrophic or Severe or Moderate,04,,"J68000, J68001"
기타 만성 폐쇄성 폐질환,J44,J700,Other Minor Skin Diseases J70003 W Catastrophic CC,09,,"J70000, J70001, J70002, J70003"
기타 만성 폐쇄성 폐질환,J44,P661,"Neonate, Admission Weight 2000-2499g P66100 중증도 구분 없음",15,,P66100
기타 만성 폐쇄성 폐질환,J44,S630,HIV-Related Infection S63000 중증도 구분 없음,18-1,,S63000
기타 만성 폐쇄성 폐질환,J44,S640,Other HIV S64001 W Catastrophic CC,18-1,,"S64000, S64001"
호흡 및 소화기관의 이차성 악성 신생물,C78,E012,Major Lung Procedures for Malignancy,04,S,"E01200, E01201"
호흡 및 소화기관의 이차성 악성 신생물,C78,E671,Respiratory Neoplasm with Radiation E67103 W Catastrophic CC,15,,"E67100, E67101, E67102, E67103"
호흡 및 소화기관의 이차성 악성 신생물,C78,G503,Gastroscopy for Major Digestive Diseases,06,S,"G50300, G50301, G50302, G50303"
호흡 및 소화기관의 이차성 악성 신생물,C78,G523,Colonoscopy for Major Digestive Diseases,06,S,"G52300, G52301, G52302, G52303"
호흡 및 소화기관의 이차성 악성 신생물,C78,G602,Digestive Malignancy with Chemotherapy G60203 W Catastrophic CC,06,,"G60200, G60201, G60202, G60203"
호흡 및 소화기관의 이차성 악성 신생물,C78,G603,Digestive Malignancy without Radiation G60303 W Catastrophic CC,15,,"G60300, G60301, G60302, G60303"
호흡 및 소화기관의 이차성 악성 신생물,C78,H131,Hepatobiliary Diagnostic Procedures for Malignancy,07,S,H13100
호흡 및 소화기관의 이차성 악성 신생물,C78,H623,Malignancy of Liver without Radiation H62303 W Catastrophic CC,06,,"H62300, H62301, H62302, H62303"
호흡 및 소화기관의 이차성 악성 신생물,C78,J632,Malignant Breast Diseases with J63203 W Catastrophic CC,09,,"J63200, J63201, J63202, J63203"
호흡 및 소화기관의 이차성 악성 신생물,C78,L633,Kidney and Urinary Tract Neoplasms L63302 W Catastrophic CC,12,,"L63300, L63301, L63302"
호흡 및 소화기관의 이차성 악성 신생물,C78,P641,"Neonate, Admission Weight 1250-1499g P64100 중증도 구분 없음",15,,P64100
호흡 및 소화기관의 이차성 악성 신생물,C78,P652,"Neonate, Admission Weight 1500-1999g P65200 중증도 구분 없음",18-2,,P65200
호흡 및 소화기관의 이차성 악성 신생물,C78,P661,"Neonate, Admission Weight 2000-2499g P66100 중증도 구분 없음",15,,P66100
호흡 및 소화기관의 이차성 악성 신생물,C78,P662,"Neonate, Admission Weight 2000-2499g P66200 중증도 구분 없음",18-2,,P66200
호흡 및 소화기관의 이차성 악성 신생물,C78,P671,"Neonate, Admission Weight>2499g without P67100 중증도 구분 없음",06,,P67100
호흡 및 소화기관의 이차성 악성 신생물,C78,P672,"Neonate, Admission Weight>2499g without P67200 중증도 구분 없음",15,,P67200
"목부위의 관절 및 인대의 탈구, 염좌 및 긴장",S13,I681,Non-Surgical Neck and Back Conditions I68113 W Catastrophic CC 중증도,08,,"I68110, I68111, I68112, I68113, I68120, I68121, I68122, I68123"
"목부위의 관절 및 인대의 탈구, 염좌 및 긴장",S13,I682,Non-Surgical Neck and Back Conditions I68213 W Catastrophic CC,08,,"I68210, I68211, I68212, I68213, I68220, I68221, I68222, I68223"
"목부위의 관절 및 인대의 탈구, 염좌 및 긴장",S13,I760,"Other Musculoskeletal Diseases, Age ≤18 I76011 W Catastrophic or Severe CC",08,,"I76010, I76011, I76020, I76021, I76022"
"목부위의 관절 및 인대의 탈구, 염좌 및 긴장",S13,P641,"Neonate, Admission Weight 1250-1499g P64100 중증도 구분 없음",15,,P64100
"목부위의 관절 및 인대의 탈구, 염좌 및 긴장",S13,P652,"Neonate, Admission Weight 1500-1999g P65200 중증도 구분 없음",18-2,,P65200
"목부위의 관절 및 인대의 탈구, 염좌 및 긴장",S13,P661,"Neonate, Admission Weight 2000-2499g P66100 중증도 구분 없음",15,,P66100
"목부위의 관절 및 인대의 탈구, 염좌 및 긴장",S13,P662,"Neonate, Admission Weight 2000-2499g P66200 중증도 구분 없음",18-2,,P66200
"목부위의 관절 및 인대의 탈구, 염좌 및 긴장",S13,P671,"Neonate, Admission Weight>2499g without P67100 중증도 구분 없음",06,,P67100
"목부위의 관절 및 인대의 탈구, 염좌 및 긴장",S13,P672,"Neonate, Admission Weight>2499g without P67200 중증도 구분 없음",15,,P67200
"목부위의 관절 및 인대의 탈구, 염좌 및 긴장",S13,W600,"Multiple Trauma, Transferred to Another W60000 중증도 구분 없음",21-1,,W60000
어깨 및 위팔 부위의 근육 및 힘줄의 손상,S46,I160,"Humerus, Tibia, and Fibula Procedures",08,S,"I16010, I16020, I16021, I16022"
어깨 및 위팔 부위의 근육 및 힘줄의 손상,S46,I187,Other Shoulder Procedures,08,S,"I18700, I18701"
신우를 제외한 신장의 악성 신생물,C64,L631,Kidney and Urinary Tract Neoplasms with L63100 중증도 구분 없음,11,,L63100
고관절증,M16,I141,"Hip and Femur Procedures, Bilateral or Multiple",08,S,"I14100, I14101, I14102"
고관절증,M16,I252,Minor Wrist and Hand Procedures,08,S,"I25200, I25201, I25202, I25203"
고관절증,M16,I696,,08,,"I69600, I69601, I69602"
다발골수종 및 악성 형질세포신생물,C90,P641,"Neonate, Admission Weight 1250-1499g P64100 중증도 구분 없음",15,,P64100
다발골수종 및 악성 형질세포신생물,C90,P662,"Neonate, Admission Weight 2000-2499g P66200 중증도 구분 없음",18-2,,P66200
다발골수종 및 악성 형질세포신생물,C90,P671,"Neonate, Admission Weight>2499g without P67100 중증도 구분 없음",06,,P67100
다발골수종 및 악성 형질세포신생물,C90,R030,Lymphoma and Leukemia with Other OR Procedures,17,S,"R03000, R03001, R03002"
다발골수종 및 악성 형질세포신생물,C90,R601,"Acute Leukemia with Chemoport Insertion, R60112 W Catastrophic CC",17,,"R60110, R60111, R60112, R60120, R60121, R60122"
근육의 기타 장애,M62,I141,"Hip and Femur Procedures, Bilateral or Multiple",08,S,"I14100, I14101, I14102"
근육의 기타 장애,M62,I142,"Hip and Femur Procedures, Unilateral",08,S,"I14210, I14211, I14220, I14221"
근육의 기타 장애,M62,I160,"Humerus, Tibia, and Fibula Procedures",08,S,"I16010, I16020, I16021, I16022"
근육의 기타 장애,M62,I187,Other Shoulder Procedures,08,S,"I18700, I18701"
근육의 기타 장애,M62,I200,Elbow and Forearm Procedures,08,S,"I20000, I20001, I20002"
근육의 기타 장애,M62,I211,Foot and Ankle Tendon and Ligament Procedures,08,S,I21100
근육의 기타 장애,M62,I251,Major Wrist and Hand Procedures,08,S,"I25100, I25101, I25102"
근육의 기타 장애,M62,I252,Minor Wrist and Hand Procedures,08,S,"I25200, I25201, I25202, I25203"
근육의 기타 장애,M62,I710,Musculotendinous Disorders I71003 W Catastrophic CC,08,,"I71000, I71001, I71002, I71003"
근육의 기타 장애,M62,I721,"Infectious Tendinitis, Myositis and Bursitis I72102 W Catastrophic CC",08,,"I72100, I72101, I72102"
근육의 기타 장애,M62,I722,"Noninfectious Tendinitis, Myositis and I72211 W Catastrophic or Severe or Moderate",08,,"I72210, I72211, I72220, I72221, I72222, I72223"
근육의 기타 장애,M62,M630,Other Male Reproductive System Diseases M63000 중증도 구분 없음,12,,M63000
"항뇌전증제, 진정제-수면제 및 항파킨슨제에 의한 중독",T42,P641,"Neonate, Admission Weight 1250-1499g P64100 중증도 구분 없음",15,,P64100
"항뇌전증제, 진정제-수면제 및 항파킨슨제에 의한 중독",T42,P651,"Neonate, Admission Weight 1500-1999g P65100 중증도 구분 없음",15,,P65100
"항뇌전증제, 진정제-수면제 및 항파킨슨제에 의한 중독",T42,P652,"Neonate, Admission Weight 1500-1999g P65200 중증도 구분 없음",18-2,,P65200
"항뇌전증제, 진정제-수면제 및 항파킨슨제에 의한 중독",T42,P671,"Neonate, Admission Weight>2499g without P67100 중증도 구분 없음",06,,P67100
"항뇌전증제, 진정제-수면제 및 항파킨슨제에 의한 중독",T42,X620,"Poisoning, Toxic Effects of Drugs and X62011 W Catastrophic or Severe CC",21-2,,"X62010, X62011, X62020, X62021, X62022, X62023"
결합조직 및 기타 연조직의 기타 양성 신생물,D21,I187,Other Shoulder Procedures,08,S,"I18700, I18701"
결합조직 및 기타 연조직의 기타 양성 신생물,D21,I760,"Other Musculoskeletal Diseases, Age ≤18 I76011 W Catastrophic or Severe CC",08,,"I76010, I76011, I76020, I76021, I76022"
결합조직 및 기타 연조직의 기타 양성 신생물,D21,J071,Minor Breast Procedures using Vaccum-Assisted Biopsy Device,09,S,J07100
결합조직 및 기타 연조직의 기타 양성 신생물,D21,J080,Procedures of Axillary Lymph Node,09,S,"J08000, J08001"
결합조직 및 기타 연조직의 기타 양성 신생물,D21,J090,Other Breast and Axillary Procedures,09,S,"J09000, J09001"
결합조직 및 기타 연조직의 기타 양성 신생물,D21,J502,Needle Biopsy for Breast Diseases except Malignancy,09,S,J50200
결합조직 및 기타 연조직의 기타 양성 신생물,D21,P661,"Neonate, Admission Weight 2000-2499g P66100 중증도 구분 없음",15,,P66100
